sr_pmid,primary_pmid,sr_title,primary_title,cosine,cocit_count,cocit_j,bc_count,bc_j,age_abs_years,sr_comm,primary_comm
40450020,33310170,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Preoperative Oral Carbohydrate Loading in Laparoscopic Gynecologic Surgery: A Randomized Controlled Trial.,1.0,0,0.0,3,0.039474,4,5,93
40450020,33591115,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Gastric Ultrasound Assessing Gastric Emptying of Preoperative Carbohydrate Drinks: A Randomized Controlled Noninferiority Study.,0.88946,0,0.0,2,0.024691,4,5,95
40450020,34995804,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Preoperative carbohydrate loading with individualized supplemental insulin in diabetic patients undergoing gastrointestinal surgery: A randomized trial.,0.999971,0,0.0,7,0.082353,3,5,101
40450020,35288009,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Preoperative oral carbohydrates in elderly patients undergoing free flap surgery for oral cancer: randomized controlled trial.,1.0,0,0.0,3,0.043478,3,5,103
40450020,35718790,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.","Efficacy of the Oral Administration of Maltodextrin Fructose Before Major Abdominal Surgery: A Prospective, Multicenter Clinical Study.",0.910496,0,0.0,3,0.044776,3,5,107
40450020,35811226,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Effect of Preoperative Oral Carbohydrate on Patients Undergoing Gynecological Laparoscopic Surgery With Different Fasting Times: A Randomized Control Study.,0.895123,0,0.0,3,0.039474,3,5,109
40450020,35949825,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Impact of preoperative carbohydrate loading on gastric volume in patients with type 2 diabetes.,0.912672,0,0.0,0,0.0,3,5,3
40450020,36732123,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Effects of Preoperative Oral Carbohydrate Electrolyte Drinks on Preoperative Hypokalemia Incidence in Patients Scheduled for Laparoscopic Colorectal Resection: A Three-Arm Randomized Clinical Trial.,0.889026,0,0.0,4,0.050633,2,5,114
40450020,36782111,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Effects of preoperative oral enzyme-hydrolyzed rice flour solution on gastric emptying and insulin resistance in patients undergoing laparoscopic cholecystectomy: a prospective randomized controlled trial.,0.889026,0,0.0,9,0.107143,2,5,115
40450020,36940663,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Effects of Preoperative Oral Carbohydrate Loading on Neutrophil/Lymphocyte Ratio and Postoperative Complications following Colorectal Cancer Surgery: A Randomized Controlled Study.,0.889026,0,0.0,5,0.068493,2,5,116
40450020,39142436,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.","Effect of preoperative oral carbohydrate loading on postoperative insulin resistance, patient-perceived well-being, and surgical outcomes in elective colorectal surgery: a randomized controlled trial.",0.894866,0,0.0,5,0.064103,1,5,5
40450020,39293701,"Preoperative carbohydrate loading reduces length of stay after major elective, non-cardiac surgery when compared to fasting: a systematic review and meta-analysis.",Effect of Preoperative Carbohydrate Loading on Postoperative Recovery of Individuals Who Have Type 2 Diabetes After Total Knee Arthroplasty: A Randomized Controlled Trial.,0.894726,0,0.0,0,0.0,0,5,117
