sr_pmid,primary_pmid,sr_title,primary_title,year_sr,year_primary,weight
31112338,23547623,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,2019,2013.0,1.041176
31112338,19363695,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2019,2009.0,1.037879
31112338,26495916,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2019,2015.0,1.030303
31112338,20177856,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,2019,2010.0,1.028926
31112338,20205227,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2019,2010.0,1.026316
31112338,25364300,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,A randomized trial of preoperative oral carbohydrates in abdominal surgery.,2019,2014.0,1.02439
31112338,15739210,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2019,2005.0,1.018018
31112338,15681099,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2019,2005.0,1.015837
31112338,16919107,Are carbohydrate drinks more effective than preoperative fasting: A systematic review of randomised controlled trials.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2019,2006.0,1.015625
31514241,16919107,Systematic review of enhanced recovery protocols for elective caesarean section versus conventional care.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2019,2006.0,1.0
31520677,24548571,Risk factors for posttraumatic stress disorder: An umbrella review of systematic reviews and meta-analyses.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2019,2014.0,1.000702
31759339,24548571,Individual participant data meta-analysis of intervention studies with time-to-event outcomes: A review of the methodology and an applied example.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.001112
31984578,24548571,Interreader Agreement of Liver Imaging Reporting and Data System on MRI: A Systematic Review and Meta-Analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.00152
32124020,16919107,Early recovery after surgery for radical cystectomy: comprehensive assessment and meta-analysis of existing protocols.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2020,2006.0,1.001984
32138747,24548571,Step width variability as a discriminator of age-related gait changes.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.0
32310996,24548571,Effects of intravenous dextrose on preventing postoperative nausea and vomiting: A systematic review and meta-analysis with trial sequential analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.0
32312354,24548571,Effect of walnut consumption on markers of blood glucose control: a systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.0
32573977,24548571,Impact of oral preoperative and perioperative immunonutrition on postoperative infection and mortality in patients undergoing cancer surgery: systematic review and meta-analysis with trial sequential analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.0
32734920,24548571,The association of HTR2A polymorphisms with obsessive-compulsive disorder and its subtypes: A meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.0
32873454,28582271,Guidelines for Perioperative Care in Cytoreductive Surgery (CRS) with or without hyperthermic IntraPEritoneal chemotherapy (HIPEC): Enhanced recovery after surgery (ERAS®) Society Recommendations - Part I: Preoperative and intraoperative management.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",2020,2018.0,1.002632
32900611,15739210,Systematic review and meta-analysis of factors which reduce the length of stay associated with elective laparoscopic cholecystectomy.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2021,2005.0,1.0
32900611,29915988,Systematic review and meta-analysis of factors which reduce the length of stay associated with elective laparoscopic cholecystectomy.,"Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",2021,2018.0,1.0
32900611,26495916,Systematic review and meta-analysis of factors which reduce the length of stay associated with elective laparoscopic cholecystectomy.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2021,2015.0,1.0
32900611,19363695,Systematic review and meta-analysis of factors which reduce the length of stay associated with elective laparoscopic cholecystectomy.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2021,2009.0,1.0
33053694,15681099,The Effect of Preoperative Carbohydrate Loading on Clinical and Biochemical Outcomes after Cardiac Surgery: A Systematic Review and Meta-Analysis of Randomized Trials.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2020,2005.0,1.0
33118163,24548571,Perineural and intravenous dexamethasone and dexmedetomidine: network meta-analysis of adjunctive effects on supraclavicular brachial plexus block.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.0
33180373,24548571,Evaluation of various estimators for standardized mean difference in meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.002129
33320283,15739210,"The Japan Society for Surgical Infection: guidelines for the prevention, detection, and management of gastroenterological surgical site infection, 2018.",Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2021,2005.0,1.0
33320283,28582271,"The Japan Society for Surgical Infection: guidelines for the prevention, detection, and management of gastroenterological surgical site infection, 2018.","Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",2021,2018.0,1.0
33320283,16919107,"The Japan Society for Surgical Infection: guidelines for the prevention, detection, and management of gastroenterological surgical site infection, 2018.",Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2021,2006.0,1.0
33320283,26495916,"The Japan Society for Surgical Infection: guidelines for the prevention, detection, and management of gastroenterological surgical site infection, 2018.",Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2021,2015.0,1.0
33320283,20177856,"The Japan Society for Surgical Infection: guidelines for the prevention, detection, and management of gastroenterological surgical site infection, 2018.",The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,2021,2010.0,1.0
33320283,15681099,"The Japan Society for Surgical Infection: guidelines for the prevention, detection, and management of gastroenterological surgical site infection, 2018.",The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2021,2005.0,1.0
33320283,20205227,"The Japan Society for Surgical Infection: guidelines for the prevention, detection, and management of gastroenterological surgical site infection, 2018.",Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2021,2010.0,1.0
33362816,24548571,Plant Salinity Tolerance Conferred by Arbuscular Mycorrhizal Fungi and Associated Mechanisms: A Meta-Analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2020,2014.0,1.000378
33629128,26495916,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2021,2015.0,1.053191
33629128,31309323,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2021,2019.0,1.044444
33629128,29915988,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",2021,2018.0,1.042553
33629128,31096498,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Effects of preoperative oral carbohydrates on patients undergoing ESD surgery under general anesthesia: A randomized control study.,2021,2019.0,1.040816
33629128,28582271,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",2021,2018.0,1.035
33629128,30497695,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A randomized controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing elective craniotomy.,2021,2019.0,1.029851
33629128,25364300,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,A randomized trial of preoperative oral carbohydrates in abdominal surgery.,2021,2014.0,1.023077
33629128,20205227,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2021,2010.0,1.021368
33629128,23547623,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,2021,2013.0,1.021127
33629128,28073036,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Does preoperative oral carbohydrate treatment reduce the postoperative surgical stress response in lumbar disc surgery?,2021,2017.0,1.018868
33629128,15739210,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2021,2005.0,1.014563
33629128,20177856,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,2021,2010.0,1.014019
33629128,19363695,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2021,2009.0,1.012397
33629128,29157765,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,The Effect of Preoperative Oral Carbohydrate Solution Intake on Patient Comfort: A Randomized Controlled Study.,2021,2017.0,1.008621
33629128,12631049,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",2021,2003.0,1.00838
33629128,15681099,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2021,2005.0,1.007246
33629128,16919107,Effects of preoperative oral carbohydrate on postoperative discomfort in patients undergoing elective surgery: a meta-analysis of randomized controlled trials.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2021,2006.0,1.006173
33635329,24548571,Evaluation of Exercise Interventions and Outcomes After Hip Arthroplasty: A Systematic Review and Meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.000381
33795783,29915986,Comparison of treatment to improve gastrointestinal functions after colorectal surgery within enhanced recovery programmes: a systematic review and meta-analysis.,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2021,2018.0,1.0
33859192,24548571,Mortality outcomes with hydroxychloroquine and chloroquine in COVID-19 from an international collaborative meta-analysis of randomized trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.001342
33939307,24548571,Study specific prediction intervals for random-effects meta-analysis: A tutorial: Prediction intervals in meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.000385
34255008,24548571,"Use of Medications for Treatment of Opioid Use Disorder Among US Medicaid Enrollees in 11 States, 2014-2018.",The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.002203
34294466,24548571,Perioperative exercise training for patients with gastrointestinal cancer undergoing surgery: A systematic review and meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.000386
34497047,24548571,Medical cannabis or cannabinoids for chronic non-cancer and cancer related pain: a systematic review and meta-analysis of randomised clinical trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.000696
34524264,24548571,Early Psychological Interventions for Somatic Symptom Disorder and Functional Somatic Syndromes: A Systematic Review and Meta-Analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.000383
34553667,24548571,Missing puzzle pieces of time-restricted-eating (TRE) as a long-term weight-loss strategy in overweight and obese people? A systematic review and meta-analysis of randomized controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.000379
34656883,29273446,Hospital related hyperglycemia as a predictor of mortality in non-diabetes patients: A systematic review.,Stress hyperglycemia in general surgery: Why should we care?,2021,2018.0,1.0
34756632,24548571,Selective serotonin reuptake inhibitors and serotonin-norepinephrine reuptake inhibitors as adjuncts for postoperative pain management: systematic review and meta-analysis of randomised controlled trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.0
34757490,24548571,A Meta-Analytic Review of the Effect of Antiretroviral Therapy on Neurocognitive Outcomes in Adults Living with HIV-1 in Low-and Middle-Income Countries.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.0
34800996,24548571,Association between convalescent plasma treatment and mortality in COVID-19: a collaborative systematic review and meta-analysis of randomized clinical trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2021,2014.0,1.000751
34849532,24548571,Impact of Replacement of Individual Dietary SFAs on Circulating Lipids and Other Biomarkers of Cardiometabolic Health: A Systematic Review and Meta-Analysis of Randomized Controlled Trials in Humans.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.000382
34932271,24548571,Reevaluation of statistically significant meta-analyses in advanced cancer patients using the Hartung-Knapp method and prediction intervals-A methodological study.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.000772
34999325,30401602,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,The Effect of Preoperative Oral Carbohydrate Administration on Insulin Resistance and Comfort Level in Patients Undergoing Surgery.,2022,2019.0,1.039474
34999325,28582271,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,"Preoperative Oral Carbohydrate Load Versus Placebo in Major Elective Abdominal Surgery (PROCY): A Randomized, Placebo-controlled, Multicenter, Phase III Trial.",2022,2018.0,1.027778
34999325,19363695,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,"Preoperative fasting of 2 hours minimizes insulin resistance and organic response to trauma after video-cholecystectomy: a randomized, controlled, clinical trial.",2022,2009.0,1.023364
34999325,23547623,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,Oral carbohydrate supplementation reduces preoperative discomfort in laparoscopic cholecystectomy.,2022,2013.0,1.016667
34999325,29915988,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,"Effects of Preoperative Oral Carbohydrates on Quality of Recovery in Laparoscopic Cholecystectomy: A Randomized, Double Blind, Placebo-Controlled Trial.",2022,2018.0,1.013158
34999325,20205227,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2022,2010.0,1.009259
34999325,20177856,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,2022,2010.0,1.005155
34999325,15739210,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,Randomized clinical trial of the effects of oral preoperative carbohydrates on postoperative nausea and vomiting after laparoscopic cholecystectomy.,2022,2005.0,1.005051
34999325,15681099,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2022,2005.0,1.002538
34999325,16919107,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2022,2006.0,1.002146
34999325,29915986,Preoperative carbohydrate loading before elective abdominal surgery: A systematic review and network meta-analysis of phase II/III randomized controlled trials.,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2022,2018.0,1.0
35129465,25364300,The Problem of Appetite Loss After Major Abdominal Surgery: A Systematic Review.,A randomized trial of preoperative oral carbohydrates in abdominal surgery.,2022,2014.0,1.0
35168004,15681099,The effects of elective abdominal surgery on protein turnover: A meta-analysis of stable isotope techniques to investigate postoperative catabolism.,The administration of an oral carbohydrate-containing fluid prior to major elective upper-gastrointestinal surgery preserves skeletal muscle mass postoperatively--a randomised clinical trial.,2022,2005.0,1.0
35380602,24548571,Effects of Exogenous Ketone Supplementation on Blood Glucose: A Systematic Review and Meta-analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.00038
35596042,24548571,Clinical and radiographic comparison of Biodentine and Formocresol: an updated meta-analysis with trial sequential analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.0
35717988,24548571,Opioid versus opioid-free analgesia after surgical discharge: a systematic review and meta-analysis of randomised trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.0
35754152,24548571,Jointly pooling aggregated effect sizes and their standard errors from studies with continuous clinical outcomes.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2022,2014.0,1.000389
36310325,20205227,Guidelines for Perioperative Care for Liver Surgery: Enhanced Recovery After Surgery (ERAS) Society Recommendations 2022.,Randomized controlled trial of preoperative oral carbohydrate treatment in major abdominal surgery.,2023,2010.0,1.002525
36351742,24548571,Analgesic benefits of single-shot versus continuous adductor canal block for total knee arthroplasty: a systemic review and meta-analysis of randomized trials.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.00076
36357268,24548571,Serratus Plane Block in Breast Cancer Surgery: A Systematic Review and Meta-Analysis.,The Hartung-Knapp-Sidik-Jonkman method for random effects meta-analysis is straightforward and considerably outperforms the standard DerSimonian-Laird method.,2023,2014.0,1.000387
36472671,31309323,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,A randomised controlled study of preoperative oral carbohydrate loading versus fasting in patients undergoing colorectal surgery.,2022,2019.0,1.014085
36472671,20101593,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,Randomized clinical trial to compare the effects of preoperative oral carbohydrate versus placebo on insulin resistance after colorectal surgery.,2022,2010.0,1.008264
36472671,12631049,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,"Effects of preoperative oral carbohydrates and peptides on postoperative endocrine response, mobilization, nutrition and muscle function in abdominal surgery.",2022,2003.0,1.003205
36472671,16919107,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,Pre-operative oral carbohydrate loading in colorectal surgery: a randomized controlled trial.,2022,2006.0,1.002273
36472671,18096368,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,"Effects of preoperative carbohydrate loading on glucose metabolism and gastric contents in patients undergoing moderate surgery: a randomized, controlled trial.",2022,2008.0,1.0
36472671,31826369,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,A randomized controlled trial of preoperative carbohydrate drinks on postoperative walking capacity in elective colorectal surgery.,2022,2019.0,1.0
36472671,32856619,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,"Effects of a Preoperative Carbohydrate-Rich Drink Before Ambulatory Surgery: A Randomized Controlled, Double-Blinded Study.",2022,2020.0,1.0
36472671,3767008,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,Preoperative oral fluids: is a five-hour fast justified prior to elective surgery?,2022,1986.0,1.0
36472671,18936571,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,Relationship of perioperative hyperglycemia and postoperative infections in patients who undergo general and vascular surgery.,2022,2008.0,1.0
36472671,29915986,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,The impact of preoperative carbohydrate loading on intraoperative body temperature: a randomized controlled clinical trial.,2022,2018.0,1.0
36472671,20177856,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,The impact and safety of preoperative oral or intravenous carbohydrate administration versus fasting in colorectal surgery--a randomized controlled trial.,2022,2010.0,1.0
36472671,24472587,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,Does preoperative oral carbohydrate reduce hospital stay? A randomized trial.,2022,2014.0,1.0
36472671,23406311,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,A randomized placebo controlled trial of preoperative carbohydrate drinks and early postoperative nutritional supplement drinks in colorectal surgery.,2022,2013.0,1.0
36472671,8431336,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,Preoperative drinking does not affect gastric contents.,2022,1993.0,1.0
36472671,25364300,Preoperative carbohydrate loading before colorectal surgery: a systematic review and meta-analysis of randomized controlled trials.,A randomized trial of preoperative oral carbohydrates in abdominal surgery.,2022,2014.0,1.0
36505254,30401602,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,The Effect of Preoperative Oral Carbohydrate Administration on Insulin Resistance and Comfort Level in Patients Undergoing Surgery.,2022,2019.0,1.058824
36505254,35718790,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Efficacy of the Oral Administration of Maltodextrin Fructose Before Major Abdominal Surgery: A Prospective, Multicenter Clinical Study.",2022,2022.0,1.047619
36505254,33239219,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effect of Preoperative Oral Carbohydrate Administration on Patients Undergoing Cesarean Section with Epidural Anesthesia: A Pilot Study.,2022,2021.0,1.033333
36505254,34620123,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,The impact of oral carbohydrate-rich supplement taken two hours before caesarean delivery on maternal and neonatal perioperative outcomes -- a randomized clinical trial.,2022,2021.0,1.033333
36505254,26495916,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Randomized Clinical Trial To Compare The Effects Of Preoperative Oral Carbohydrate Loading Versus Placebo On Insulin Resistance And Cortisol Level After Laparoscopic Cholecystectomy.,2022,2015.0,1.028571
36505254,25609319,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,Effects of preoperative carbohydrates drinks on immediate postoperative outcome after day care laparoscopic cholecystectomy.,2022,2015.0,1.021127
36505254,24007934,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"Insulin sensitivity and beta-cell function after carbohydrate oral loading in hip replacement surgery: a double-blind, randomised controlled clinical trial.",2022,2014.0,1.020408
36505254,33218878,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,"The Effect of Preoperative Oral Versus Parenteral Dextrose Supplementation on Pain, Nausea, and Quality of Recovery After Laparoscopic Cholecystectomy.",2022,2021.0,1.02
36505254,36042436,Effects of preoperative carbohydrate loading on recovery after elective surgery: A systematic review and Bayesian network meta-analysis of randomized controlled trials.,The effect of pre-operative carbohydrate loading in femur fracture: a randomized controlled trial.,2022,2022.0,1.019231
